NUM,PAR,CHAR,TARGET,OOV,#Pred: Ours,#RK: Ours,#RK: iPhone
16175,25,e,referred,,registered,9226,8559
16176,25,f,referred,,referred,9227,8560
16177,25,e,referred,,referred,,
16178,25,r,referred,,referred,,
16179,25,r,referred,,referred,,
16180,25,e,referred,,referred,,
16181,25,d,referred,,referred,,
16182,25, ,to,,to,9228,8561
16183,25,t,to,,to,,
16184,25,o,to,,to,,
16185,25, ,as,,as,9229,8562
16186,25,a,as,,as,,
16187,25,s,as,,as,,
16188,25, ,twinks,oov,a,9230,8563
16189,25,t,twinks,oov,the,9231,8564
16190,25,w,twinks,oov,two,9232,8565
16191,25,i,twinks,oov,twice,9233,8566
16192,25,n,twinks,oov,twist,9234,8567
16193,25,k,twinks,oov,twitter,9235,8568
16194,25,s,twinks,oov,twin,9236,8569
16195,25, ,.,,to,9237,8570
16196,25,.,.,,.,9238,8571
16197,25, ,the,,the,9239,8572
16198,25,t,the,,the,,
16199,25,h,the,,the,,
16200,25,e,the,,the,,
16201,25, ,man,,two,9240,8573
16202,25,m,man,,most,9241,8574
16203,25,a,man,,main,9242,
16204,25,n,man,,man,9243,
16205,25, ,also,,was,9244,8575
16206,25,a,also,,appeared,9245,8576
16207,25,l,also,,also,9246,8577
16208,25,s,also,,also,,
16209,25,o,also,,also,,
16210,25, ,testified,,referred,9247,8578
16211,25,t,testified,,told,9248,8579
16212,25,e,testified,,termed,9249,8580
16213,25,s,testified,,tested,9250,8581
16214,25,t,testified,,testified,9251,
16215,25,i,testified,,testified,,
16216,25,f,testified,,testified,,
16217,25,i,testified,,testified,,
16218,25,e,testified,,testified,,
16219,25,d,testified,,testified,,
16220,25, ,port,,that,9252,8582
16221,25,p,port,,prior,9253,8583
16222,25,o,port,,possible,9254,8584
16223,25,r,port,,portrayed,9255,8585
16224,25,t,port,,portuguese,9256,8586
16225,25, ,never,,of,9257,8587
16226,25,n,never,,not,9258,8588
16227,25,e,never,,news,9259,8589
16228,25,v,never,,never,9260,8590
16229,25,e,never,,never,,
16230,25,r,never,,never,,
16231,25, ,tried,,referred,9261,8591
16232,25,t,tried,,turned,9262,8592
16233,25,r,tried,,transferred,9263,8593
16234,25,i,tried,,tried,9264,
16235,25,e,tried,,tried,,
16236,25,d,tried,,tried,,
16237,25, ,any,,to,9265,8594
16238,25,a,any,,a,9266,8595
16239,25,n,any,,an,9267,8596
16240,25,y,any,,anyone,9268,8597
16241,25, ,sexual,,harm,9269,8598
16242,25,s,sexual,,sympathy,9270,8599
16243,25,e,sexual,,several,9271,8600
16244,25,x,sexual,,sex,9272,8601
16245,25,u,sexual,,sexual,9273,
16246,25,a,sexual,,sexual,,
16247,25,l,sexual,,sexual,,
16248,25, ,acts,,assault,9274,8602
16249,25,a,acts,,abuse,9275,8603
16250,25,c,acts,,acts,9276,8604
16251,25,t,acts,,acts,,8605
16252,25,s,acts,,acts,,8606
16253,25, ,i,,.,9277,8607
16254,25,i,i,,in,9278,8608
16255,25, ,wasn,,would,9279,8609
16256,25,w,wasn,,want,9280,8610
16257,25,a,wasn,,was,9281,8611
16258,25,s,wasn,,wasn't,9282,8612
16259,25,n,wasn,,wasn,9283,8613
16260,25, ,t,,t,9284,8614
16261,25,t,t,,t,,8615
16262,25, ,happy,,going,9285,8616
16263,25,h,happy,,happy,9286,8617
16264,25,a,happy,,happy,,8618
16265,25,p,happy,,happy,,8619
16266,25,p,happy,,happy,,
16267,25,y,happy,,happy,,
16268,25, ,with,,with,9287,8620
16269,25,w,with,,with,,8621
16270,25,i,with,,with,,
16271,25,t,with,,with,,
16272,25,h,with,,with,,
16273,25, ,.,,a,9288,8622
16274,25,.,.,,.,9289,8623
16275,25, ,the,,i,9290,8624
16276,25,t,the,,the,9291,
16277,25,h,the,,the,,
16278,25,e,the,,the,,
16279,25, ,court,,idea,9292,8625
16280,25,c,court,,comments,9293,8626
16281,25,o,court,,college,9294,8627
16282,25,u,court,,court,9295,
16283,25,r,court,,court,,
16284,25,t,court,,court,,
16285,25, ,also,,of,9296,8628
16286,25,a,also,,also,9297,
16287,25,l,also,,also,,
16288,25,s,also,,also,,
16289,25,o,also,,also,,
16290,25, ,heard,,implemented,9298,8629
16291,25,h,heard,,had,9299,8630
16292,25,e,heard,,heard,9300,8631
16293,25,a,heard,,heard,,
16294,25,r,heard,,heard,,
16295,25,d,heard,,heard,,
16296,25, ,port,,of,9301,8632
16297,25,p,port,,plans,9302,8633
16298,25,o,port,,possible,9303,8634
16299,25,r,port,,portions,9304,8635
16300,25,t,port,,portuguese,9305,
16301,25, ,was,,of,9306,8636
16302,25,w,was,,who,9307,8637
16303,25,a,was,,was,9308,
16304,25,s,was,,was,,
16305,25, ,a,,a,9309,8638
16306,25,a,a,,a,,
16307,25, ,prostitute,,good,9310,8639
16308,25,p,prostitute,,part,9311,8640
16309,25,r,prostitute,,pretty,9312,8641
16310,25,o,prostitute,,professional,9313,8642
16311,25,s,prostitute,,prostitute,9314,8643
16312,25,t,prostitute,,prostitute,,8644
16313,25,i,prostitute,,prostitute,,8645
16314,25,t,prostitute,,prostitute,,8646
16315,25,u,prostitute,,prostitute,,8647
16316,25,t,prostitute,,prostitute,,8648
16317,25,e,prostitute,,prostitute,,8649
16318,25, ,and,,of,9315,8650
16319,25,a,and,,and,9316,8651
16320,25,n,and,,and,,
16321,25,d,and,,and,,
16322,25, ,sometimes,,that,9317,8652
16323,25,s,sometimes,,said,9318,8653
16324,25,o,sometimes,,so,9319,8654
16325,25,m,sometimes,,some,9320,8655
16326,25,e,sometimes,,something,9321,8656
16327,25,t,sometimes,,sometimes,9322,8657
16328,25,i,sometimes,,sometimes,,
16329,25,m,sometimes,,sometimes,,
16330,25,e,sometimes,,sometimes,,
16331,25,s,sometimes,,sometimes,,
16332,25, ,wore,,.,9323,8658
16333,25,w,wore,,we,9324,8659
16334,25,o,wore,,work,9325,8660
16335,25,r,wore,,works,9326,8661
16336,25,e,wore,,worse,9327,8662
16337,25, ,the,,a,9328,8663
16338,25,t,the,,the,9329,
16339,25,h,the,,the,,
16340,25,e,the,,the,,
16341,25, ,wig,oov,same,9330,8664
16342,25,w,wig,oov,whole,9331,8665
16343,25,i,wig,oov,will,9332,8666
16344,25,g,wig,oov,major,9333,8667
16345,25, ,to,,to,9334,8668
16346,25,t,to,,to,,
16347,25,o,to,,to,,
16348,25, ,meet,,be,9335,8669
16349,25,m,meet,,make,9336,8670
16350,25,e,meet,,me,9337,8671
16351,25,e,meet,,meet,9338,
16352,25,t,meet,,meet,,
16353,25, ,men,,the,9339,8672
16354,25,m,men,,media,9340,8673
16355,25,e,men,,me,9341,8674
16356,25,n,men,,men,9342,
16357,25, ,.,,in,9343,8675
16358,25,.,.,,.,9344,8676
16359,25, ,port,,the,9345,8677
16360,25,p,port,,people,9346,8678
16361,25,o,port,,police,9347,8679
16362,25,r,port,,port,9348,
16363,25,t,port,,port,,
16364,25, ,was,,got,9349,8680
16365,25,w,was,,was,9350,8681
16366,25,a,was,,was,,
16367,25,s,was,,was,,
16368,25, ,said,,not,9351,8682
16369,25,s,said,,so,9352,8683
16370,25,a,said,,said,9353,8684
16371,25,i,said,,said,,
16372,25,d,said,,said,,
16373,25, ,to,,to,9354,8685
16374,25,t,to,,to,,
16375,25,o,to,,to,,
16376,25, ,have,,be,9355,8686
16377,25,h,have,,have,9356,
16378,25,a,have,,have,,
16379,25,v,have,,have,,
16380,25,e,have,,have,,
16381,25, ,called,,been,9357,8687
16382,25,c,called,,called,9358,8688
16383,25,a,called,,called,,8689
16384,25,l,called,,called,,
16385,25,l,called,,called,,
16386,25,e,called,,called,,
16387,25,d,called,,called,,
16388,25, ,kovari,oov,the,9359,8690
16389,25,k,kovari,oov,king,9360,8691
16390,25,o,kovari,oov,korea,9361,8692
16391,25,v,kovari,oov,takeoff,9362,8693
16392,25,a,kovari,oov,korean,9363,8694
16393,25,r,kovari,oov,member,9364,8695
16394,25,i,kovari,oov,members,9365,8696
16395,25, ,his,,a,9366,8697
16396,25,h,his,,well,9367,8698
16397,25,i,his,,his,9368,8699
16398,25,s,his,,his,,8700
16399,25, ,new,,family,9369,8701
16400,25,n,new,,name,9370,8702
16401,25,e,new,,new,9371,8703
16402,25,w,new,,new,,
16403,25, ,slovakian,oov,family,9372,8704
16404,25,s,slovakian,oov,shot,9373,8705
16405,25,l,slovakian,oov,slow,9374,8706
16406,25,o,slovakian,oov,slogan,9375,8707
16407,25,v,slovakian,oov,slovenia,9376,8708
16408,25,a,slovakian,oov,slovakia,9377,8709
16409,25,k,slovakian,oov,close,9378,8710
16410,25,i,slovakian,oov,holding,9379,8711
16411,25,a,slovakian,oov,the,9380,8712
16412,25,n,slovakian,oov,slogans,9381,8713
16413,25, ,twink,oov,.,9382,8714
16414,25,t,twink,oov,to,9383,8715
16415,25,w,twink,oov,two,9384,8716
16416,25,i,twink,oov,twitter,9385,8717
16417,25,n,twink,oov,twist,9386,8718
16418,25,k,twink,oov,twins,9387,8719
16419,25, ,flatmate,oov,.,9388,8720
16420,25,f,flatmate,oov,for,9389,8721
16421,25,l,flatmate,oov,fluoride,9390,8722
16422,25,a,flatmate,oov,flat,9391,8723
16423,25,t,flatmate,oov,flames,9392,8724
16424,25,m,flatmate,oov,fluoridation,9393,8725
16425,25,a,flatmate,oov,flight,9394,8726
16426,25,t,flatmate,oov,sympathy,9395,
16427,25,e,flatmate,oov,flexible,9396,
16428,25, ,who,,.,9397,8727
16429,25,w,who,,with,9398,8728
16430,25,h,who,,which,9399,8729
16431,25,o,who,,who,9400,
16432,25, ,was,,had,9401,8730
16433,25,w,was,,was,9402,
16434,25,a,was,,was,,
16435,25,s,was,,was,,
16436,25, ,quite,,in,9403,8731
16437,25,q,quite,,questioned,9404,8732
16438,25,u,quite,,quickly,9405,8733
16439,25,i,quite,,quick,9406,8734
16440,25,t,quite,,quite,9407,8735
16441,25,e,quite,,quite,,
16442,25, ,cute,,strong,9408,8736
16443,25,c,cute,,controversial,9409,8737
16444,25,u,cute,,running,9410,8738
16445,25,t,cute,,cut,9411,
16446,25,e,cute,,cruel,9412,
16447,25, ,tall,,by,9413,8739
16448,25,t,tall,,to,9414,8740
16449,25,a,tall,,taken,9415,8741
16450,25,l,tall,,talent,9416,8742
16451,25,l,tall,,talents,9417,
16452,25, ,and,,and,9418,8743
16453,25,a,and,,and,,
16454,25,n,and,,and,,
16455,25,d,and,,and,,
16456,25, ,skinny,,other,9419,8744
16457,25,s,skinny,,should,9420,8745
16458,25,k,skinny,,skills,9421,8746
16459,25,i,skinny,,skill,9422,
16460,25,n,skinny,,skin,9423,
16461,25,n,skinny,,skinny,9424,
16462,25,y,skinny,,skinny,,
16463,25, ,to,,.,9425,8747
16464,25,t,to,,thought,9426,8748
16465,25,o,to,,to,9427,
16466,25, ,friends,,see,9428,8749
16467,25,f,friends,,find,9429,8750
16468,25,r,friends,,french,9430,8751
16469,25,i,friends,,friends,9431,8752
16470,25,e,friends,,friends,,
16471,25,n,friends,,friends,,
16472,25,d,friends,,friends,,
16473,25,s,friends,,friends,,
16474,25, ,.,,and,9432,8753
16475,25,.,.,,.,9433,8754
16476,26,p,port,,president,9434,8755
16477,26,o,port,,police,9435,8756
16478,26,r,port,,portsmouth,9436,8757
16479,26,t,port,,portions,9437,
16480,26, ,gave,,of,9438,8758
16481,26,g,gave,,got,9439,8759
16482,26,a,gave,,gave,9440,8760
16483,26,v,gave,,gave,,8761
16484,26,e,gave,,gave,,
16485,26, ,evidence,,the,9441,8762
16486,26,e,evidence,,evidence,9442,8763
16487,26,v,evidence,,evidence,,8764
16488,26,i,evidence,,evidence,,8765
16489,26,d,evidence,,evidence,,
16490,26,e,evidence,,evidence,,
16491,26,n,evidence,,evidence,,
16492,26,c,evidence,,evidence,,
16493,26,e,evidence,,evidence,,
16494,26, ,in,,to,9443,8766
16495,26,i,in,,in,9444,8767
16496,26,n,in,,in,,
16497,26, ,his,,the,9445,8768
16498,26,h,his,,his,9446,8769
16499,26,i,his,,his,,
16500,26,s,his,,his,,
16501,26, ,own,,speech,9447,8770
16502,26,o,own,,own,9448,
16503,26,w,own,,own,,
16504,26,n,own,,own,,
16505,26, ,defence,,media,9449,8771
16506,26,d,defence,,decision,9450,8772
16507,26,e,defence,,democratic,9451,8773
16508,26,f,defence,,definition,9452,8774
16509,26,e,defence,,defense,9453,8775
16510,26,n,defence,,defence,9454,8776
16511,26,c,defence,,defence,,8777
16512,26,e,defence,,defence,,8778
16513,26, ,.,,.,9455,8779
16514,26,.,.,,.,,8780
16515,26, ,starting,,he,9456,8781
16516,26,s,starting,,she,9457,8782
16517,26,t,starting,,stephen,9458,8783
16518,26,a,starting,,state,9459,8784
16519,26,r,starting,,starboard,9460,8785
16520,26,t,starting,,starting,9461,
16521,26,i,starting,,starting,,
16522,26,n,starting,,starting,,
16523,26,g,starting,,starting,,
16524,26, ,on,,in,9462,8786
16525,26,o,on,,on,9463,8787
16526,26,n,on,,on,,8788
16527,26, ,october,,the,9464,8789
16528,26,o,october,,one,9465,8790
16529,26,c,october,,october,9466,8791
16530,26,t,october,,october,,
16531,26,o,october,,october,,
16532,26,b,october,,october,,
16533,26,e,october,,october,,
16534,26,r,october,,october,,
16535,26, ,27,,20,9467,8792
16536,26,2,27,,21,9468,8793
16537,26,7,27,,27,9469,8794
16538,26, ,he,,in,9470,8795
16539,26,h,he,,his,9471,8796
16540,26,e,he,,he,9472,
16541,26, ,spoke,,was,9473,8797
16542,26,s,spoke,,said,9474,8798
16543,26,p,spoke,,speculated,9475,8799
16544,26,o,spoke,,spoke,9476,
16545,26,k,spoke,,spoke,,
16546,26,e,spoke,,spoke,,
16547,26, ,of,,to,9477,8800
16548,26,o,of,,of,9478,
16549,26,f,of,,of,,
16550,26, ,his,,the,9479,8801
16551,26,h,his,,his,9480,
16552,26,i,his,,his,,
16553,26,s,his,,his,,
16554,26, ,version,,career,9481,8802
16555,26,v,version,,voice,9482,8803
16556,26,e,version,,very,9483,8804
16557,26,r,version,,version,9484,
16558,26,s,version,,version,,
16559,26,i,version,,version,,
16560,26,o,version,,version,,
16561,26,n,version,,version,,
16562,26, ,of,,of,9485,8805
16563,26,o,of,,of,,
16564,26,f,of,,of,,
16565,26, ,the,,the,9486,8806
16566,26,t,the,,the,,
16567,26,h,the,,the,,
16568,26,e,the,,the,,
16569,26, ,deaths,,page,9487,8807
16570,26,d,deaths,,department,9488,8808
16571,26,e,deaths,,debate,9489,8809
16572,26,a,deaths,,death,9490,8810
16573,26,t,deaths,,deaths,9491,8811
16574,26,h,deaths,,deaths,,
16575,26,s,deaths,,deaths,,
16576,26, ,.,,of,9492,8812
16577,26,.,.,,.,9493,8813
16578,26, ,he,,i,9494,8814
16579,26,h,he,,he,9495,
16580,26,e,he,,he,,
16581,26, ,started,,said,9496,8815
16582,26,s,started,,stated,9497,8816
16583,26,t,started,,started,9498,8817
16584,26,a,started,,started,,
16585,26,r,started,,started,,
16586,26,t,started,,started,,
16587,26,e,started,,started,,
16588,26,d,started,,started,,
16589,26, ,with,,playing,9499,8818
16590,26,w,with,,with,9500,8819
16591,26,i,with,,with,,
16592,26,t,with,,with,,
16593,26,h,with,,with,,
16594,26, ,the,,a,9501,8820
16595,26,t,the,,the,9502,
16596,26,h,the,,the,,
16597,26,e,the,,the,,
16598,26, ,death,,two,9503,8821
16599,26,d,death,,death,9504,8822
16600,26,e,death,,death,,8823
16601,26,a,death,,death,,
16602,26,t,death,,death,,
16603,26,h,death,,death,,
16604,26, ,of,,penalty,9505,8824
16605,26,o,of,,of,9506,
16606,26,f,of,,of,,
16607,26, ,walgate,oov,the,9507,8825
16608,26,w,walgate,oov,wikinews,9508,8826
16609,26,a,walgate,oov,washington,9509,8827
16610,26,l,walgate,oov,wales,9510,8828
16611,26,g,walgate,oov,was,9511,8829
16612,26,a,walgate,oov,said,9512,
16613,26,t,walgate,oov,hubbard,9513,
16614,26,e,walgate,oov,wall,9514,
16615,26, ,confirming,,with,9515,8830
16616,26,c,confirming,,commented,9516,8831
16617,26,o,confirming,,county,9517,8832
16618,26,n,confirming,,continued,9518,8833
16619,26,f,confirming,,conference,9519,8834
16620,26,i,confirming,,confirmed,9520,8835
16621,26,r,confirming,,confirming,9521,8836
16622,26,m,confirming,,confirming,,
16623,26,i,confirming,,confirming,,
16624,26,n,confirming,,confirming,,
16625,26,g,confirming,,confirming,,
16626,26, ,he,,that,9522,8837
16627,26,h,he,,his,9523,
16628,26,e,he,,her,9524,
16629,26, ,offered,,was,9525,8838
16630,26,o,offered,,ordered,9526,8839
16631,26,f,offered,,of,9527,8840
16632,26,f,offered,,offered,9528,
16633,26,e,offered,,offered,,
16634,26,r,offered,,offered,,
16635,26,e,offered,,offered,,
16636,26,d,offered,,offered,,
16637,26, ,the,,to,9529,8841
16638,26,t,the,,the,9530,
16639,26,h,the,,the,,
16640,26,e,the,,the,,
16641,26, ,student,,opportunity,9531,8842
16642,26,s,student,,statement,9532,8843
16643,26,t,student,,student,9533,8844
16644,26,u,student,,student,,8845
16645,26,d,student,,student,,
16646,26,e,student,,student,,
16647,26,n,student,,student,,
16648,26,t,student,,student,,
16649,26, ,800,,in,9534,8846
16650,26,8,800,,8,9535,8847
16651,26,0,800,,800,9536,8848
16652,26,0,800,,800,,8849
16653,26, ,to,,0,9537,8850
16654,26,t,to,,to,9538,8851
16655,26,o,to,,to,,
16656,26, ,spend,,the,9539,8852
16657,26,s,spend,,see,9540,8853
16658,26,p,spend,,speak,9541,8854
16659,26,e,spend,,specifically,9542,8855
16660,26,n,spend,,spend,9543,
16661,26,d,spend,,spend,,
16662,26, ,the,,the,9544,8856
16663,26,t,the,,the,,
16664,26,h,the,,the,,
16665,26,e,the,,the,,
16666,26, ,night,,time,9545,8857
16667,26,n,night,,next,9546,
16668,26,i,night,,night,9547,
16669,26,g,night,,night,,
16670,26,h,night,,night,,
16671,26,t,night,,night,,
16672,26, ,with,,in,9548,8858
16673,26,w,with,,when,9549,
16674,26,i,with,,with,9550,
16675,26,t,with,,with,,
16676,26,h,with,,with,,
16677,26, ,him,,the,9551,8859
16678,26,h,him,,his,9552,
16679,26,i,him,,him,9553,
16680,26,m,him,,him,,
16681,26, ,.,,.,9554,8860
16682,26,.,.,,.,,8861
16683,26, ,port,,he,9555,8862
16684,26,p,port,,preceding,9556,8863
16685,26,o,port,,police,9557,
16686,26,r,port,,portsmouth,9558,
16687,26,t,port,,port,9559,
16688,26, ,claimed,,got,9560,8864
16689,26,c,claimed,,came,9561,8865
16690,26,l,claimed,,claimed,9562,8866
16691,26,a,claimed,,claimed,,8867
16692,26,i,claimed,,claimed,,8868
16693,26,m,claimed,,claimed,,
16694,26,e,claimed,,claimed,,
16695,26,d,claimed,,claimed,,
16696,26, ,walgate,oov,that,9563,8869
16697,26,w,walgate,oov,we,9564,8870
16698,26,a,walgate,oov,was,9565,8871
16699,26,l,walgate,oov,walls,9566,8872
16700,26,g,walgate,oov,responsibility,9567,
16701,26,a,walgate,oov,wall,9568,
16702,26,t,walgate,oov,wales,9569,
16703,26,e,walgate,oov,wallace,9570,
16704,26, ,visited,,with,9571,8873
16705,26,v,visited,,very,9572,8874
16706,26,i,visited,,visible,9573,8875
16707,26,s,visited,,visually,9574,8876
16708,26,i,visited,,visiting,9575,
16709,26,t,visited,,visited,9576,
16710,26,e,visited,,visited,,
16711,26,d,visited,,visited,,
16712,26, ,the,,the,9577,8877
16713,26,t,the,,the,,
16714,26,h,the,,the,,
16715,26,e,the,,the,,
16716,26, ,bathroom,,church,9578,8878
16717,26,b,bathroom,,border,9579,8879
16718,26,a,bathroom,,ball,9580,8880
16719,26,t,bathroom,,battle,9581,8881
16720,26,h,bathroom,,bathroom,9582,
16721,26,r,bathroom,,bathroom,,
16722,26,o,bathroom,,bathroom,,
16723,26,o,bathroom,,bathroom,,
16724,26,m,bathroom,,bathroom,,
16725,26, ,during,,and,9583,8882
16726,26,d,during,,demonstration,9584,8883
16727,26,u,during,,during,9585,
16728,26,r,during,,during,,
16729,26,i,during,,during,,
16730,26,n,during,,during,,
16731,26,g,during,,during,,
16732,26, ,sex,,the,9586,8884
16733,26,s,sex,,some,9587,8885
16734,26,e,sex,,september,9588,8886
16735,26,x,sex,,sexual,9589,8887
16736,26, ,returning,,.,9590,8888
16737,26,r,returning,,round,9591,8889
16738,26,e,returning,,returning,9592,8890
16739,26,t,returning,,returning,,8891
16740,26,u,returning,,returning,,8892
16741,26,r,returning,,returning,,8893
16742,26,n,returning,,returning,,8894
16743,26,i,returning,,returning,,8895
16744,26,n,returning,,returning,,
16745,26,g,returning,,returning,,
16746,26, ,high,,to,9593,8896
16747,26,h,high,,home,9594,8897
16748,26,i,high,,his,9595,8898
16749,26,g,high,,high,9596,8899
16750,26,h,high,,high,,
16751,26, ,and,,school,9597,8900
16752,26,a,and,,and,9598,8901
16753,26,n,and,,and,,
16754,26,d,and,,and,,
16755,26, ,very,,the,9599,8902
16756,26,v,very,,van,9600,8903
16757,26,e,very,,very,9601,
16758,26,r,very,,very,,
16759,26,y,very,,very,,
16760,26, ,rampant,,little,9602,8904
16761,26,r,rampant,,relatively,9603,8905
16762,26,a,rampant,,rare,9604,8906
16763,26,m,rampant,,rampant,9605,8907
16764,26,p,rampant,,rampant,,8908
16765,26,a,rampant,,rampant,,
16766,26,n,rampant,,rampant,,
16767,26,t,rampant,,rampant,,
16768,26, ,.,,.,9606,8909
16769,26,.,.,,.,,8910
16770,26, ,port,,the,9607,8911
16771,26,p,port,,preceding,9608,8912
16772,26,o,port,,police,9609,
16773,26,r,port,,port,9610,
16774,26,t,port,,port,,
16775,26, ,testified,,is,9611,8913
16776,26,t,testified,,then,9612,8914
16777,26,e,testified,,team,9613,8915
16778,26,s,testified,,tests,9614,8916
16779,26,t,testified,,testified,9615,
16780,26,i,testified,,testified,,
16781,26,f,testified,,testified,,
16782,26,i,testified,,testified,,
16783,26,e,testified,,testified,,
16784,26,d,testified,,testified,,
16785,26, ,he,,that,9616,8917
16786,26,h,he,,he,9617,
16787,26,e,he,,he,,
16788,26, ,was,,was,9618,8918
16789,26,w,was,,was,,
16790,26,a,was,,was,,
16791,26,s,was,,was,,
16792,26, ,unaware,,also,9619,8919
16793,26,u,unaware,,unable,9620,8920
16794,26,n,unaware,,unharmed,9621,
16795,26,a,unaware,,unaware,9622,
16796,26,w,unaware,,unaware,,
16797,26,a,unaware,,unaware,,
16798,26,r,unaware,,unaware,,
16799,26,e,unaware,,unaware,,
16800,26, ,what,,of,9623,8921
16801,26,w,what,,was,9624,8922
16802,26,h,what,,what,9625,8923
16803,26,a,what,,what,,8924
16804,26,t,what,,what,,
16805,26, ,walgate,oov,was,9626,8925
16806,26,w,walgate,oov,we,9627,8926
16807,26,a,walgate,oov,wants,9628,
16808,26,l,walgate,oov,wales,9629,
16809,26,g,walgate,oov,walls,9630,
16810,26,a,walgate,oov,wall,9631,
16811,26,t,walgate,oov,howard,9632,
16812,26,e,walgate,oov,wallace,9633,
16813,26, ,had,,was,9634,8927
16814,26,h,had,,had,9635,8928
16815,26,a,had,,had,,8929
16816,26,d,had,,had,,8930
16817,26, ,taken,,been,9636,8931
16818,26,t,taken,,to,9637,8932
16819,26,a,taken,,taken,9638,8933
16820,26,k,taken,,taken,,
16821,26,e,taken,,taken,,
16822,26,n,taken,,taken,,
16823,26, ,but,,place,9639,8934
16824,26,b,but,,by,9640,8935
16825,26,u,but,,but,9641,
16826,26,t,but,,but,,
16827,26, ,spoke,,was,9642,8936
16828,26,s,spoke,,she,9643,8937
16829,26,p,spoke,,speaking,9644,8938
16830,26,o,spoke,,spoke,9645,
16831,26,k,spoke,,spoke,,
16832,26,e,spoke,,spoke,,
16833,26, ,of,,to,9646,8939
16834,26,o,of,,of,9647,
16835,26,f,of,,of,,
16836,26, ,his,,the,9648,8940
16837,26,h,his,,his,9649,
16838,26,i,his,,his,,
16839,26,s,his,,his,,
16840,26, ,own,,resignation,9650,8941
16841,26,o,own,,own,9651,8942
16842,26,w,own,,own,,
16843,26,n,own,,own,,
16844,26, ,experiences,,life,9652,8943
16845,26,e,experiences,,eyes,9653,8944
16846,26,x,experiences,,experience,9654,8945
16847,26,p,experiences,,experiences,9655,8946
16848,26,e,experiences,,experiences,,8947
16849,26,r,experiences,,experiences,,
16850,26,i,experiences,,experiences,,
16851,26,e,experiences,,experiences,,
16852,26,n,experiences,,experiences,,
16853,26,c,experiences,,experiences,,
16854,26,e,experiences,,experiences,,
16855,26,s,experiences,,experiences,,
16856,26, ,with,,in,9656,8948
16857,26,w,with,,with,9657,
16858,26,i,with,,with,,
16859,26,t,with,,with,,
16860,26,h,with,,with,,
16861,26, ,ghb,,a,9658,8949
16862,26,g,ghb,,great,9659,8950
16863,26,h,ghb,,ghetto,9660,8951
16864,26,b,ghb,,phrase,9661,8952
16865,26, ,which,,and,9662,8953
16866,26,w,which,,which,9663,8954
16867,26,h,which,,which,,
16868,26,i,which,,which,,
16869,26,c,which,,which,,
16870,26,h,which,,which,,
16871,26, ,he,,is,9664,8955
16872,26,h,he,,has,9665,
16873,26,e,he,,he,9666,
16874,26, ,said,,said,9667,8956
16875,26,s,said,,said,,8957
16876,26,a,said,,said,,
16877,26,i,said,,said,,
16878,26,d,said,,said,,
16879,26, ,could,,.,9668,8958
16880,26,c,could,,could,9669,8959
16881,26,o,could,,could,,
16882,26,u,could,,could,,
16883,26,l,could,,could,,
16884,26,d,could,,could,,
16885,26, ,knock,,be,9670,8960
16886,26,k,knock,,keep,9671,8961
16887,26,n,knock,,know,9672,8962
16888,26,o,knock,,knock,9673,
16889,26,c,knock,,knock,,
16890,26,k,knock,,knock,,
16891,26, ,you,,down,9674,8963
16892,26,y,you,,yourself,9675,8964
16893,26,o,you,,you,9676,
16894,26,u,you,,you,,
16895,26, ,out,,out,9677,8965
16896,26,o,out,,out,,
16897,26,u,out,,out,,
16898,26,t,out,,out,,
16899,26, ,before,,on,9678,8966
16900,26,b,before,,before,9679,8967
16901,26,e,before,,before,,
16902,26,f,before,,before,,
16903,26,o,before,,before,,
16904,26,r,before,,before,,
16905,26,e,before,,before,,
16906,26, ,reawakening,oov,you,9680,8968
16907,26,r,reawakening,oov,reading,9681,8969
16908,26,e,reawakening,oov,reaching,9682,8970
16909,26,a,reawakening,oov,really,9683,8971
16910,26,w,reawakening,oov,reality,9684,8972
16911,26,a,reawakening,oov,reaction,9685,
16912,26,k,reawakening,oov,read,9686,
16913,26,e,reawakening,oov,real,9687,
16914,26,n,reawakening,oov,watching,9688,
16915,26,i,reawakening,oov,after,9689,
16916,26,n,reawakening,oov,ready,9690,
16917,26,g,reawakening,oov,something,9691,
16918,26, ,aroused,,the,9692,8973
16919,26,a,aroused,,a,9693,8974
16920,26,r,aroused,,around,9694,8975
16921,26,o,aroused,,or,9695,8976
16922,26,u,aroused,,asked,9696,8977
16923,26,s,aroused,,arose,9697,8978
16924,26,e,aroused,,argued,9698,8979
16925,26,d,aroused,,ordered,9699,8980
16926,26, ,.,,by,9700,8981
16927,26,.,.,,.,9701,8982
16928,26, ,port,,the,9702,8983
16929,26,p,port,,preceding,9703,8984
16930,26,o,port,,police,9704,
16931,26,r,port,,portal,9705,
16932,26,t,port,,portuguese,9706,
16933,26, ,said,,is,9707,8985
16934,26,s,said,,said,9708,8986
16935,26,a,said,,said,,
16936,26,i,said,,said,,
16937,26,d,said,,said,,
16938,26, ,he,,i,9709,8987
16939,26,h,he,,he,9710,
16940,26,e,he,,he,,
16941,26, ,used,,was,9711,8988
16942,26,u,used,,usually,9712,8989
16943,26,s,used,,used,9713,
16944,26,e,used,,used,,
16945,26,d,used,,used,,
16946,26, ,it,,to,9714,8990
16947,26,i,it,,in,9715,8991
16948,26,t,it,,it,9716,
